,0,1
0,0.000482262577862,876400000.0
1,0.000488408550154,876402441.406
2,0.000568668358028,876404882.812
3,0.000536619394552,876407324.219
4,0.000375913281459,876409765.625
5,0.000260798842646,876412207.031
6,0.000501641188748,876414648.438
7,0.000398320436943,876417089.844
8,0.000481928727822,876419531.25
9,0.000576035585254,876421972.656
10,0.000596609606873,876424414.062
11,0.000426069076639,876426855.469
12,0.000152600230649,876429296.875
13,0.00080800667638,876431738.281
14,0.000554994738195,876434179.688
15,0.000480669637909,876436621.094
16,0.000215556879994,876439062.5
17,0.000365285988664,876441503.906
18,0.000401687750127,876443945.312
19,0.00024190795375,876446386.719
20,0.0005669517559,876448828.125
21,0.000253916776273,876451269.531
22,0.000460660841782,876453710.938
23,0.00025210226886,876456152.344
24,0.000467529665912,876458593.75
25,0.000691665452905,876461035.156
26,0.000493560393807,876463476.562
27,0.000407794170314,876465917.969
28,0.000572539225686,876468359.375
29,0.000489487312734,876470800.781
30,0.000205432690564,876473242.188
31,0.000391708075767,876475683.594
32,0.000507959281094,876478125.0
33,0.000595189747401,876480566.406
34,0.000520848261658,876483007.812
35,0.000513530452736,876485449.219
36,0.000278632011032,876487890.625
37,0.000519492081366,876490332.031
38,0.000577192637138,876492773.438
39,0.00033062469447,876495214.844
40,0.000542382127605,876497656.25
41,0.00033811913454,876500097.656
42,0.000530810968485,876502539.062
43,0.000419844436692,876504980.469
44,0.000783860159572,876507421.875
45,0.000315451179631,876509863.281
46,0.000426211103331,876512304.688
47,0.000785324780736,876514746.094
48,0.000801230606157,876517187.5
49,0.00109021028038,876519628.906
50,0.000262462068349,876522070.312
51,0.000427760242019,876524511.719
52,0.00103506643791,876526953.125
53,0.000872454256751,876529394.531
54,0.000490146514494,876531835.938
55,0.000375609815819,876534277.344
56,0.000976531067863,876536718.75
57,0.000776662374847,876539160.156
58,0.000445398152806,876541601.562
59,0.000953331647906,876544042.969
60,0.000786744756624,876546484.375
61,0.000685871113092,876548925.781
62,0.000611858209595,876551367.188
63,0.000651238369755,876553808.594
64,0.000646184023935,876556250.0
65,0.000676963594742,876558691.406
66,0.000702274497598,876561132.812
67,0.000448894192232,876563574.219
68,0.000681164383423,876566015.625
69,0.000625393819064,876568457.031
70,0.00017104606377,876570898.438
71,0.0008021791582,876573339.844
72,0.000397537398385,876575781.25
73,0.000456414360087,876578222.656
74,0.000347623717971,876580664.062
75,0.00112726632506,876583105.469
76,0.000498687440995,876585546.875
77,0.000819107983261,876587988.281
